gregorian,h_year,h_month,h_day
2024-12-24,5785,9,23
1981-07-17,5741,4,15
1956-07-09,5716,5,1
2021-03-26,5781,1,13
2091-05-20,5851,3,3
2038-11-20,5799,8,22
1983-06-07,5743,3,26
2084-05-23,5844,2,18
2001-12-09,5762,9,24
1956-09-21,5717,7,16
1951-08-31,5711,5,29
2003-07-17,5763,4,17
2051-11-28,5812,9,24
2058-02-26,5818,12,2
1969-04-03,5729,1,15
2010-02-12,5770,11,28
2001-01-22,5761,10,27
2031-07-11,5791,4,20
2065-01-26,5825,11,19
2047-06-26,5807,4,2
2044-01-29,5804,10,29
2038-08-16,5798,5,15
1974-01-29,5734,11,6
2040-06-21,5800,4,10
2033-12-23,5794,10,1
1998-12-15,5759,9,26
1984-08-06,5744,5,8
2095-02-15,5855,12,11
1970-03-19,5730,13,11
2009-05-02,5769,2,8
2081-03-08,5841,12,27
2032-05-05,5792,2,24
2066-04-28,5826,2,3
1996-02-29,5756,12,9
2078-12-09,5839,10,5
1983-05-30,5743,3,18
1952-07-12,5712,4,19
2082-03-03,5842,12,2
2010-06-27,5770,4,15
2091-11-20,5852,9,9
2002-12-08,5763,10,3
2051-11-17,5812,9,13
2085-11-17,5846,8,29
1984-08-29,5744,6,1
1981-06-28,5741,3,26
2059-08-16,5819,6,7
2064-08-09,5824,5,27
2022-10-04,5783,7,9
2098-05-21,5858,2,19
2026-09-28,5787,7,17
2042-06-16,5802,3,28
2008-11-03,5769,8,5
1965-07-25,5725,4,25
2021-12-03,5782,9,29
2070-01-31,5830,11,19
1967-02-12,5727,12,2
1983-02-26,5743,12,13
1975-03-26,5735,1,14
2008-01-24,5768,11,17
1994-07-05,5754,4,26
1951-03-24,5711,13,16
1996-10-16,5757,8,3
2018-10-28,5779,8,19
1992-04-05,5752,1,2
2030-02-27,5790,12,24
2085-03-31,5845,1,5
1997-11-27,5758,8,27
2009-02-22,5769,11,28
2004-03-06,5764,12,13
2054-07-06,5814,3,30
2079-09-15,5839,6,19
2052-10-16,5813,7,23
1952-01-20,5712,10,22
1996-12-06,5757,9,25
2067-04-16,5827,2,1
2014-07-07,5774,4,9
2074-04-21,5834,1,24
1992-05-26,5752,2,23
1961-02-23,5721,12,7
2069-10-27,5830,8,12
1971-03-19,5731,12,22
2033-07-04,5793,4,7
2005-01-18,5765,11,8
1978-08-29,5738,5,26
2022-09-29,5783,7,4
2073-02-06,5833,11,29
2040-03-02,5800,12,17
2076-03-28,5836,13,23
2088-02-18,5848,11,26
2005-10-19,5766,7,16
1971-01-25,5731,10,28
2064-08-08,5824,5,26
2002-12-09,5763,10,4
2015-12-13,5776,10,1
2060-04-13,5820,1,13
1989-08-17,5749,5,16
1989-04-26,5749,1,21
1973-12-19,5734,9,24
2035-10-20,5796,7,17
1977-06-27,5737,4,11
2031-08-21,5791,6,2
2084-03-01,5844,12,24
2058-09-08,5818,6,19
2017-01-14,5777,10,16
2024-08-12,5784,5,8
2075-12-13,5836,10,6
2048-07-19,5808,5,9
2034-06-25,5794,4,8
2085-11-21,5846,9,4
2046-06-12,5806,3,8
2093-11-25,5854,9,6
2069-02-27,5829,12,6
2098-02-19,5858,12,17
1989-03-10,5749,13,3
2086-09-13,5847,7,5
1994-05-27,5754,3,17
2072-01-27,5832,11,7
2085-06-03,5845,3,10
2056-11-27,5817,9,19
1964-09-09,5725,7,3
2044-04-16,5804,1,19
2030-02-28,5790,12,25
2044-10-08,5805,7,17
2076-04-11,5836,1,8
1964-01-06,5724,10,21
2051-03-25,5811,1,12
1970-02-18,5730,12,12
1961-01-30,5721,11,13
2098-09-15,5858,6,18
2048-04-06,5808,1,23
2040-09-12,5801,7,5
1986-04-10,5746,1,1
2052-10-04,5813,7,11
2046-04-17,5806,1,11
1976-11-20,5737,8,27
2043-05-14,5803,2,4
1970-11-09,5731,8,10
1986-11-09,5747,8,7
2078-08-20,5838,6,11
2037-09-16,5798,7,7
1966-04-26,5726,2,6
2041-07-29,5801,5,1
2029-12-07,5790,10,1
2095-02-07,5855,12,3
1959-12-26,5720,9,25
2031-05-12,5791,2,19
1973-09-04,5733,6,7
2042-02-03,5802,11,13
2024-07-16,5784,4,10
2031-12-18,5792,10,3
2051-03-08,5811,12,24
1960-05-11,5720,2,14
2050-04-07,5810,1,15
2032-12-18,5793,10,16
2070-09-18,5831,7,13
2094-10-14,5855,8,4
2005-04-18,5765,1,9
2079-10-11,5840,7,16
1953-11-27,5714,9,20
2021-01-16,5781,11,3
1995-08-29,5755,6,3
2096-06-30,5856,4,10
1950-07-17,5710,5,3
1989-02-05,5749,11,30
2053-10-07,5814,7,25
1963-02-08,5723,11,14
1958-02-16,5718,11,26
2026-01-09,5786,10,20
2011-10-27,5772,7,29
2075-09-02,5835,6,22
1961-06-10,5721,3,26
2047-02-06,5807,11,10
1960-10-23,5721,8,2
1962-05-21,5722,2,17
2034-09-14,5795,7,1
1955-09-11,5715,6,24
2001-07-06,5761,4,15
2023-05-13,5783,2,22
1982-04-18,5742,1,25
2087-12-23,5848,9,28
1974-04-20,5734,1,28
2065-02-08,5825,12,2
2080-11-08,5841,8,26
2065-11-21,5826,8,22
2025-06-04,5785,3,8
2017-03-10,5777,12,12
2018-08-18,5778,6,7
2030-06-25,5790,3,24
2017-09-25,5778,7,5
2017-05-27,5777,3,2
1964-05-26,5724,3,15
2072-07-02,5832,4,16
2068-09-29,5829,7,3
1973-11-11,5734,8,16
2067-04-07,5827,1,22
2012-05-26,5772,3,5
1971-04-15,5731,1,20
1982-01-09,5742,10,14
2046-05-26,5806,2,20
2020-07-11,5780,4,19
2044-11-21,5805,9,1
1972-11-06,5733,8,29
2080-08-06,5840,5,21
1989-12-16,5750,9,18
2099-10-16,5860,8,2
1950-08-16,5710,6,3
2085-09-05,5845,6,15
1954-01-29,5714,11,25
2003-07-15,5763,4,15
2033-01-28,5793,11,28
2070-11-05,5831,9,2
2079-01-10,5839,11,8
2047-09-09,5807,6,18
2026-02-06,5786,11,19
2045-06-11,5805,3,26
2018-01-20,5778,11,4
2097-09-25,5858,7,19
1991-03-18,5751,1,3
1994-05-30,5754,3,20
2032-08-25,5792,6,18
2012-02-10,5772,11,17
1977-11-01,5738,8,20
1999-06-17,5759,4,3
1983-10-27,5744,8,20
2080-02-03,5840,11,13
2087-05-09,5847,2,7
1970-04-01,5730,13,24
1955-10-13,5716,7,27
2095-03-30,5855,13,24
2068-06-16,5828,3,16
2025-03-23,5785,12,23
2060-05-02,5820,2,2
2087-06-15,5847,3,15
1952-10-22,5713,8,3
1993-03-08,5753,12,15
1986-12-23,5747,9,21
1962-01-27,5722,11,22
1968-02-08,5728,11,9
2056-07-27,5816,5,14
1956-01-10,5716,10,26
2030-02-07,5790,12,4
2057-04-05,5817,1,1
2070-07-31,5830,5,23
2076-03-10,5836,13,5
1958-09-26,5719,7,12
1993-11-29,5754,9,15
2082-11-16,5843,8,24
1957-12-09,5718,9,16
2022-03-06,5782,13,3
2028-10-05,5789,7,15
1992-01-18,5752,11,13
2046-11-06,5807,8,7
2085-05-11,5845,2,16
2089-04-01,5849,1,21
1960-02-17,5720,11,19
1975-02-22,5735,12,11
2040-05-31,5800,3,19
2001-11-26,5762,9,11
1992-01-07,5752,11,2
2096-05-17,5856,2,25
2081-04-03,5841,13,23
2053-05-15,5813,2,27
2007-03-22,5767,1,3
2053-08-13,5813,5,29
2057-04-14,5817,1,10
2070-09-03,5830,6,27
2007-07-16,5767,5,1
1992-07-04,5752,4,3
2004-02-23,5764,12,1
2068-06-17,5828,3,17
2043-07-12,5803,4,4
1989-08-30,5749,5,29
2024-03-16,5784,13,6
2003-12-02,5764,9,7
1999-05-16,5759,3,1
2049-11-22,5810,8,27
2056-02-29,5816,12,12
2081-12-01,5842,8,29
1981-06-04,5741,3,2
2062-04-28,5822,1,18
2071-10-15,5832,7,22
2026-08-27,5786,6,14
2049-09-26,5809,6,29
2038-12-06,5799,9,9
1958-05-31,5718,3,12
2011-10-19,5772,7,21
2065-06-06,5825,3,2
2070-06-17,5830,4,8
2018-05-23,5778,3,9
2090-12-30,5851,10,9
2044-02-08,5804,11,10
2007-03-11,5767,12,21
2074-12-09,5835,9,20
2024-09-13,5784,6,10
2023-04-03,5783,1,12
1976-10-10,5737,7,16
2003-10-23,5764,7,27
2017-07-19,5777,4,25
1982-12-29,5743,10,13
2085-05-13,5845,2,18
2046-07-09,5806,4,5
2034-12-18,5795,10,6
1993-03-28,5753,1,6
1990-06-08,5750,3,15
2003-12-18,5764,9,23
2076-12-16,5837,9,20
1975-11-26,5736,9,22
2094-07-31,5854,5,18
2033-01-29,5793,11,29
1960-05-04,5720,2,7
2050-11-28,5811,9,13
2024-01-18,5784,11,8
2024-09-25,5784,6,22
2049-12-29,5810,10,4
2045-02-04,5805,11,17
1974-01-22,5734,10,28
2019-09-11,5779,6,11
1995-10-03,5756,7,9
1986-06-26,5746,3,19
2009-04-05,5769,1,11
2066-01-14,5826,10,17
1964-03-09,5724,12,25
2030-09-15,5790,6,17
2016-07-31,5776,4,25
1966-08-04,5726,5,18
2046-02-09,5806,12,3
1984-03-06,5744,13,2
1959-04-01,5719,13,22
1998-03-03,5758,12,5
2017-09-04,5777,6,13
2070-11-16,5831,9,13
2058-07-20,5818,4,28
2058-03-08,5818,12,12
1957-02-04,5717,12,3
1963-01-22,5723,10,26
1983-10-06,5744,7,29
2094-05-18,5854,3,3
2086-09-02,5846,6,23
2079-12-18,5840,9,25
2070-06-24,5830,4,15
2050-04-10,5810,1,18
1988-12-09,5749,10,1
2036-01-07,5796,10,7
1987-06-25,5747,3,28
2009-09-29,5770,7,11
2004-05-26,5764,3,6
1952-10-01,5713,7,12
1988-01-03,5748,10,13
1984-02-05,5744,12,2
2083-01-16,5843,10,26
1971-01-19,5731,10,22
2084-01-05,5844,10,27
2085-05-07,5845,2,12
2035-12-07,5796,9,6
1993-07-12,5753,4,23
2074-10-25,5835,8,4
2058-06-13,5818,3,21
1986-09-11,5746,6,7
2021-03-02,5781,12,18
1992-12-10,5753,9,15
2049-01-22,5809,11,19
2007-09-16,5768,7,4
2089-02-24,5849,12,14
2000-10-15,5761,7,16
2018-04-21,5778,2,6
2033-08-29,5793,6,4
2045-10-02,5806,7,21
2066-05-26,5826,3,2
2014-06-18,5774,3,20
2014-07-13,5774,4,15
2042-01-05,5802,10,13
2039-03-24,5799,12,28
2033-08-13,5793,5,18
1967-09-11,5727,6,6
2094-01-18,5854,11,1
2079-08-16,5839,5,19
2086-08-29,5846,6,19
2007-06-17,5767,4,1
1986-06-13,5746,3,6
2016-07-07,5776,4,1
2006-02-23,5766,11,25
2024-04-09,5784,1,1
1958-03-16,5718,12,24
2050-12-07,5811,9,22
1989-09-14,5749,6,14
2083-01-01,5843,10,11
1976-03-08,5736,13,6
1952-11-28,5713,9,10
2049-04-12,5809,1,10
2054-10-17,5815,7,15
2053-11-30,5814,9,19
2079-03-11,5839,13,8
2024-12-04,5785,9,3
2002-12-19,5763,10,14
1977-05-07,5737,2,19
1985-03-15,5745,12,22
2009-03-10,5769,12,14
1991-04-10,5751,1,26
2018-02-26,5778,12,11
2052-03-27,5812,13,26
2099-07-13,5859,4,25
1994-02-03,5754,11,22
2039-08-04,5799,5,14
2048-10-19,5809,8,12
2067-06-16,5827,4,3
2072-11-18,5833,9,8
2010-07-27,5770,5,16
1996-03-04,5756,12,13
2086-12-20,5847,10,15
2097-06-01,5857,3,21
2037-09-03,5797,6,23
2079-10-30,5840,8,5
2082-09-15,5842,6,21
2038-01-10,5798,11,4
2032-09-07,5793,7,2
1980-03-09,5740,12,21
2081-06-24,5841,3,17
2092-08-22,5852,5,19
2013-03-11,5773,12,29
1980-05-15,5740,2,29
1975-02-11,5735,11,30
2079-03-31,5839,13,28
2048-01-25,5808,11,10
2037-08-14,5797,6,3
1983-01-09,5743,10,24
2047-04-11,5807,1,15
2065-02-27,5825,12,21
1960-07-16,5720,4,21
2044-01-05,5804,10,5
1956-01-26,5716,11,13
1963-05-04,5723,2,10
2096-10-09,5857,7,23
1958-09-15,5719,7,1
2087-02-22,5847,12,20
1951-02-23,5711,12,17
2023-12-30,5784,10,18
1974-09-02,5734,6,15
2063-03-02,5823,12,1
1991-07-12,5751,5,1
1962-03-13,5722,13,7
2076-11-20,5837,8,24
1977-02-05,5737,11,17
1951-08-23,5711,5,21
1989-03-31,5749,13,24
2040-09-28,5801,7,21
2031-10-28,5792,8,11
2016-12-18,5777,9,18
1960-11-05,5721,8,15
2064-06-05,5824,3,21
2069-08-20,5829,6,3
2060-08-15,5820,5,19
2068-04-17,5828,1,15
2037-07-15,5797,5,3
1952-10-27,5713,8,8
1951-03-10,5711,13,2
2045-06-30,5805,4,15
2023-10-22,5784,8,7
1952-02-16,5712,11,20
1953-01-01,5713,10,14
2044-12-28,5805,10,8
2079-08-01,5839,5,4
1999-04-19,5759,2,3
2046-02-16,5806,12,10
2001-06-10,5761,3,19
1953-01-28,5713,11,12
2040-02-11,5800,11,27
2095-11-27,5856,9,1
2075-03-20,5835,1,4
2070-12-10,5831,10,8
2027-04-05,5787,13,27
2094-08-26,5854,6,14
1982-03-02,5742,12,7
1969-03-15,5729,12,25
1967-04-14,5727,1,4
2044-02-03,5804,11,5
1976-09-19,5736,6,24
1984-06-09,5744,3,9
2061-03-16,5821,12,24
2044-06-17,5804,3,22
1995-04-17,5755,1,17
2096-04-09,5856,1,17
2013-08-06,5773,5,30
1997-12-19,5758,9,20
2092-08-19,5852,5,16
2021-03-20,5781,1,7
1964-03-06,5724,12,22
2016-12-08,5777,9,8
2022-11-08,5783,8,14
2032-05-10,5792,2,29
2051-05-18,5811,3,7
1993-08-21,5753,6,4
2075-02-08,5835,11,23
1990-07-11,5750,4,18
2003-10-29,5764,8,3
2072-09-26,5833,7,14
2098-07-30,5858,5,1
1964-06-19,5724,4,9
2067-04-20,5827,2,5
2066-08-11,5826,5,20
2086-04-17,5846,2,3
1955-09-08,5715,6,21
1966-10-11,5727,7,27
2022-09-20,5782,6,24
2018-01-19,5778,11,3
2049-03-03,5809,12,29
2035-05-30,5795,2,21
2064-04-01,5824,1,15
1951-09-12,5711,6,11
2076-02-10,5836,12,6
1980-10-01,5741,7,21
1964-11-01,5725,8,26
2039-09-09,5799,6,20
2027-11-09,5788,8,9
2065-09-18,5825,6,17
2009-06-10,5769,3,18
2051-07-13,5811,5,4
1967-02-10,5727,11,30
2044-10-07,5805,7,16
1957-08-20,5717,5,23
1991-03-24,5751,1,9
1987-12-08,5748,9,17
2074-03-20,5834,12,21
2051-09-12,5812,7,6
2035-04-27,5795,1,18
1998-08-23,5758,6,1
1958-05-10,5718,2,20
1963-05-05,5723,2,11
2072-10-21,5833,8,9
2000-04-22,5760,1,17
2051-02-10,5811,11,28
2068-01-31,5828,11,27
1955-11-27,5716,9,12
2006-06-06,5766,3,10
1952-10-23,5713,8,4
2055-05-01,5815,2,3
1975-11-15,5736,9,11
2084-12-22,5845,9,24
2097-04-03,5857,1,21
2077-11-18,5838,9,2
2097-04-17,5857,2,5
2021-06-19,5781,4,9
1963-10-22,5724,8,4
2003-09-13,5763,6,16
1979-02-24,5739,11,27
2051-03-11,5811,12,27
1993-02-23,5753,12,2
2051-09-06,5811,6,29
2099-10-05,5860,7,21
2019-10-29,5780,7,30
2071-06-25,5831,3,28
2046-12-29,5807,9,30
2009-07-10,5769,4,18
2018-11-15,5779,9,7
2085-07-30,5845,5,8
2082-09-24,5843,7,1
1975-02-10,5735,11,29
2091-11-03,5852,8,22
2073-09-06,5833,6,4
2079-12-08,5840,9,15
1964-01-27,5724,11,13
2039-11-09,5800,8,22
2083-10-04,5844,7,22
2012-01-22,5772,10,27
1959-08-21,5719,5,17
1967-07-12,5727,4,4
2028-06-05,5788,3,11
1991-08-27,5751,6,17
1963-08-22,5723,6,2
2011-02-11,5771,12,7
2058-08-02,5818,5,12
2087-12-25,5848,9,30
2060-02-23,5820,12,22
2056-11-13,5817,9,5
2021-03-07,5781,12,23
2088-10-18,5849,8,3
2008-07-24,5768,4,21
1955-04-26,5715,2,4
2063-10-12,5824,7,19
1999-01-16,5759,10,28
2090-08-04,5850,5,8
2030-11-04,5791,8,8
2038-01-11,5798,11,5
1990-12-08,5751,9,21
2013-11-04,5774,9,1
2049-03-25,5809,13,21
2017-05-12,5777,2,16
2027-06-27,5787,3,22
1983-04-30,5743,2,17
2071-12-16,5832,9,24
2055-02-14,5815,11,16
2068-07-17,5828,4,17
2018-03-13,5778,12,26
1965-05-18,5725,2,16
2088-07-19,5848,5,1
2060-12-30,5821,10,7
2002-12-31,5763,10,26
2093-03-12,5853,12,14
1994-03-22,5754,1,10
2077-12-14,5838,9,28
1963-03-11,5723,12,15
1964-09-20,5725,7,14
1998-01-30,5758,11,3
1977-09-03,5737,6,20
2018-03-08,5778,12,21
2077-09-11,5837,6,23
2090-08-27,5850,6,1
2063-09-28,5824,7,5
1977-09-06,5737,6,23
2082-09-19,5842,6,25
2019-11-29,5780,9,1
2006-10-27,5767,8,5
2014-09-20,5774,6,25
1969-02-12,5729,11,24
1966-06-03,5726,3,15
1950-12-07,5711,9,28
2029-10-19,5790,8,10
2014-07-31,5774,5,4
2086-08-10,5846,5,30
1998-05-28,5758,3,3
1968-05-05,5728,2,7
1973-10-10,5734,7,14
1965-08-31,5725,6,3
1983-08-16,5743,6,7
2027-05-01,5787,1,24
2030-07-15,5790,4,14
2049-12-09,5810,9,14
2049-07-15,5809,4,15
2041-12-12,5802,9,19
2023-03-20,5783,12,27
1968-07-14,5728,4,18
1954-09-18,5714,6,20
1966-01-30,5726,11,9
2013-07-03,5773,4,25
2049-06-11,5809,3,11
1966-09-13,5726,6,28
2057-02-08,5817,12,4
2057-04-22,5817,1,18
2090-10-01,5851,7,7
2008-03-18,5768,13,11
2019-02-14,5779,12,9
1952-03-19,5712,12,22
2002-05-14,5762,3,3
2019-08-01,5779,4,29
2089-10-21,5850,8,17
1965-03-13,5725,13,9
2080-01-22,5840,11,1
2050-05-25,5810,3,4
1993-07-22,5753,5,4
2052-08-16,5812,5,21
2043-07-03,5803,3,25
1980-06-05,5740,3,21
2072-12-18,5833,10,8
2018-04-25,5778,2,10
1980-05-31,5740,3,16
1974-11-30,5735,9,16
1998-04-02,5758,1,6
2004-01-12,5764,10,18
1998-02-28,5758,12,2
2038-06-25,5798,3,22
1961-05-09,5721,2,23
1980-01-02,5740,10,13
2027-12-29,5788,9,29
1999-07-08,5759,4,24
2025-07-23,5785,4,27
2003-10-14,5764,7,18
2036-11-19,5797,8,29
2090-06-07,5850,3,9
1963-10-21,5724,8,3
2014-10-18,5775,7,24
1995-03-01,5755,12,29
1994-03-31,5754,1,19
2079-05-08,5839,2,7
2062-02-24,5822,12,14
2038-12-17,5799,9,20
2056-07-18,5816,5,5
2060-08-25,5820,5,29
1985-02-01,5745,11,10
2032-02-26,5792,12,14
1969-03-12,5729,12,22
1974-04-24,5734,2,2
2004-08-31,5764,6,14
1951-03-20,5711,13,12
2020-12-31,5781,10,16
2009-08-11,5769,5,21
2061-04-12,5821,1,22
2018-03-01,5778,12,14
2094-04-10,5854,1,24
2009-02-16,5769,11,22
2028-12-27,5789,10,9
2010-01-23,5770,11,8
2096-04-27,5856,2,5
2097-10-07,5858,8,1
2066-10-25,5827,8,6
2056-08-26,5816,6,14
1974-06-05,5734,3,15
2003-11-28,5764,9,3
2058-03-27,5818,1,2
2074-10-03,5835,7,12
1986-01-15,5746,11,5
2035-12-13,5796,9,12
1981-11-15,5742,8,18
2021-06-16,5781,4,6
2007-04-07,5767,1,19
2002-04-18,5762,2,6
2081-11-09,5842,8,7
2074-09-11,5834,6,19
2063-07-24,5823,4,27
2038-02-06,5798,12,1
2053-04-30,5813,2,12
2090-04-23,5850,1,23
1993-07-01,5753,4,12
2008-06-22,5768,3,19
2017-06-23,5777,3,29
2000-04-17,5760,1,12
2096-07-02,5856,4,12
2091-01-03,5851,10,13
2020-07-03,5780,4,11
2015-06-30,5775,4,13
1970-06-08,5730,3,4
2051-03-04,5811,12,20
1985-11-07,5746,8,23
2056-04-06,5816,1,20
2047-11-26,5808,9,8
1982-04-14,5742,1,21
2087-09-25,5847,6,28
1954-10-30,5715,8,3
2080-06-25,5840,4,8
2032-10-29,5793,8,24
2077-02-06,5837,11,13
1987-08-14,5747,5,19
2028-09-02,5788,6,11
2093-02-16,5853,11,20
2002-04-10,5762,1,28
2099-02-26,5859,12,6
2074-04-25,5834,1,28
1962-05-30,5722,2,26
2096-12-11,5857,9,26
2092-10-06,5853,7,5
2092-08-27,5852,5,24
2023-05-31,5783,3,11
2070-10-02,5831,7,27
1974-12-22,5735,10,8
2063-08-22,5823,5,27
2004-05-03,5764,2,12
1993-06-05,5753,3,16
1995-05-04,5755,2,4
2068-03-08,5828,13,4
1977-08-28,5737,6,14
2078-05-02,5838,2,19
2091-08-01,5851,5,17
2017-08-23,5777,6,1
1963-04-10,5723,1,16
2030-07-30,5790,4,29
2057-04-15,5817,1,11
2035-12-28,5796,9,27
2054-06-21,5814,3,15
2021-12-01,5782,9,27
2045-11-18,5806,9,9
2040-11-25,5801,9,20
2074-02-10,5834,11,13
2025-01-20,5785,10,20
2047-07-19,5807,4,25
1956-08-06,5716,5,29
2091-11-17,5852,9,6
2014-07-06,5774,4,8
2075-11-23,5836,9,16
2095-10-01,5856,7,3
2046-05-03,5806,1,27
2064-07-04,5824,4,20
1965-04-01,5725,13,28
1969-08-16,5729,6,2
1994-07-17,5754,5,9
2067-12-29,5828,10,23
2069-04-07,5829,1,16
2013-09-12,5774,7,8
1979-11-06,5740,8,16
2066-02-02,5826,11,7
2059-12-07,5820,10,3
1957-12-13,5718,9,20
2051-01-22,5811,11,9
2065-09-26,5825,6,25
2071-07-23,5831,4,26
2066-01-16,5826,10,19
2021-09-14,5782,7,8
2085-01-19,5845,10,22
2009-07-01,5769,4,9
2027-03-28,5787,13,19
1969-01-04,5729,10,14
1951-11-23,5712,8,24
1996-06-04,5756,3,17
1989-11-01,5750,8,3
2041-08-18,5801,5,21
2084-01-03,5844,10,25
2043-02-01,5803,11,21
2050-02-13,5810,11,21
2054-02-28,5814,12,20
2073-05-21,5833,2,14
2053-03-19,5813,12,29
1989-08-29,5749,5,28
2029-12-26,5790,10,20
2017-02-16,5777,11,20
2020-03-07,5780,12,11
2033-02-01,5793,12,2
2088-07-31,5848,5,13
2071-12-07,5832,9,15
2055-08-11,5815,5,17
2073-11-19,5834,8,19
1977-01-18,5737,10,28
2011-11-24,5772,8,27
1954-05-29,5714,2,26
2036-08-15,5796,5,22
1968-10-04,5729,7,12
2003-01-04,5763,11,1
2024-08-21,5784,5,17
1965-05-28,5725,2,26
1970-10-29,5731,7,29
2099-03-01,5859,12,9
2081-01-04,5841,10,23
1975-06-03,5735,3,24
2012-07-02,5772,4,12
2005-12-18,5766,9,17
2011-07-23,5771,4,21
2031-09-13,5791,6,25
2090-09-20,5850,6,25
1987-02-13,5747,11,14
2036-08-26,5796,6,3
2012-06-30,5772,4,10
2035-06-09,5795,3,2
1967-07-08,5727,3,30
2028-08-14,5788,5,22
2079-07-19,5839,4,20
2075-01-08,5835,10,21
2031-03-08,5791,12,13
2007-03-23,5767,1,4
1962-01-20,5722,11,15
2003-11-17,5764,8,22
1958-01-07,5718,10,15
2095-05-16,5855,2,12
2077-07-14,5837,4,23
1970-08-26,5730,5,24
1954-01-20,5714,11,16
2066-04-07,5826,1,12
2071-07-02,5831,4,5
2093-07-21,5853,4,27
1979-06-29,5739,4,4
2082-11-12,5843,8,20
1993-10-07,5754,7,22
2042-08-02,5802,5,16
1981-04-20,5741,1,16
2049-01-10,5809,11,7
1978-09-25,5738,6,23
2009-05-22,5769,2,28
2050-06-15,5810,3,25
2026-07-03,5786,4,18
2032-11-27,5793,9,24
1991-08-08,5751,5,28
2093-02-20,5853,11,24
2022-09-05,5782,6,9
2062-12-30,5823,9,28
1983-02-05,5743,11,22
1983-06-12,5743,4,1
2064-12-02,5825,9,23
2067-12-10,5828,10,4
2027-07-16,5787,4,11
2020-12-23,5781,10,8
1955-03-29,5715,1,6
2082-04-23,5842,1,24
2060-03-10,5820,13,8
1985-05-28,5745,3,8
2030-09-01,5790,6,3
2056-04-04,5816,1,18
2027-01-28,5787,11,20
2019-10-08,5780,7,9
1950-10-19,5711,8,8
2076-06-13,5836,3,12
1988-07-16,5748,5,2
1986-12-04,5747,9,2
1999-12-11,5760,10,2
2084-12-27,5845,9,29
2076-04-10,5836,1,7
2095-02-09,5855,12,5
2092-10-29,5853,7,28
1961-03-24,5721,1,7
1968-04-04,5728,1,6
2093-06-15,5853,3,21
2046-05-02,5806,1,26
1983-07-19,5743,5,9
2015-08-20,5775,6,5
2008-06-28,5768,3,25
1985-05-12,5745,2,21
2032-02-06,5792,11,24
1970-06-13,5730,3,9
1997-01-27,5757,11,19
2070-05-06,5830,2,25
2037-10-29,5798,8,20
2044-09-08,5804,6,16
2064-09-03,5824,6,22
2006-03-27,5766,12,27
2057-02-11,5817,12,7
2019-09-25,5779,6,25
2059-09-08,5820,7,1
2020-06-07,5780,3,15
2055-04-29,5815,2,1
1970-07-01,5730,3,27
2012-06-05,5772,3,15
2013-02-26,5773,12,16
2060-10-09,5821,7,15
1980-12-15,5741,10,8
2096-01-04,5856,10,9
2070-11-11,5831,9,8
2076-09-03,5836,6,5
2093-08-26,5853,6,4
2003-05-16,5763,2,14
2060-04-03,5820,1,3
2055-11-23,5816,9,3
1965-03-17,5725,13,13
2070-08-06,5830,5,29
1974-01-13,5734,10,19
2006-03-12,5766,12,12
1971-02-24,5731,11,29
1992-10-22,5753,7,25
1970-12-26,5731,9,28
1982-11-05,5743,8,19
2074-06-04,5834,3,9
1975-05-14,5735,3,4
2041-08-28,5801,6,1
2019-09-14,5779,6,14
2025-01-16,5785,10,16
2057-01-06,5817,11,1
1974-09-27,5735,7,11
2018-11-06,5779,8,28
2025-11-27,5786,9,7
1983-05-01,5743,2,18
2064-01-11,5824,10,22
2046-06-03,5806,2,28
2074-06-03,5834,3,8
2065-10-11,5826,7,11
1981-01-31,5741,11,26
2049-07-26,5809,4,26
1979-12-10,5740,9,20
2001-10-29,5762,8,12
1975-03-05,5735,12,22
1983-07-28,5743,5,18
2006-06-12,5766,3,16
2030-12-03,5791,9,7
2061-02-20,5821,11,30
2014-06-03,5774,3,5
1951-09-21,5711,6,20
2036-12-14,5797,9,25
1974-07-01,5734,4,11
1985-01-04,5745,10,11
2018-11-22,5779,9,14
2050-10-06,5811,7,20
2067-03-07,5827,12,20
2038-10-24,5799,7,25
2072-11-08,5833,8,27
2077-06-02,5837,3,11
2029-08-22,5789,6,11
2037-09-08,5797,6,28
1980-01-05,5740,10,16
1964-10-31,5725,8,25
2051-06-13,5811,4,3
1955-07-16,5715,4,26
2092-10-20,5853,7,19
2086-07-22,5846,5,11
1989-07-27,5749,4,24
2002-05-30,5762,3,19
1955-11-13,5716,8,28
1999-04-26,5759,2,10
1990-05-06,5750,2,11
2046-06-18,5806,3,14
2001-10-18,5762,8,1
1980-03-07,5740,12,19
2090-02-01,5850,12,1
2032-01-22,5792,11,9
2051-06-30,5811,4,20
2083-03-25,5843,1,6
2087-06-06,5847,3,6
2038-11-15,5799,8,17
2048-08-20,5808,6,11
2041-08-27,5801,5,30
1970-04-25,5730,1,19
2052-10-05,5813,7,12
1970-06-29,5730,3,25
1998-01-25,5758,10,27
2089-01-28,5849,11,17
2047-06-14,5807,3,20
2097-09-20,5858,7,14
2015-10-29,5776,8,16
2047-04-05,5807,1,9
2097-08-07,5857,5,29
2085-10-15,5846,7,26
1957-06-19,5717,3,20
2086-05-14,5846,3,1
2079-01-03,5839,11,1
2029-03-12,5789,12,25
2048-01-12,5808,10,26
1989-03-19,5749,13,12
